date,state,accum_cases,daily_cases,accum_deaths,daily_deaths
2020-03-13,Alabama,6,6,0,0
2020-03-14,Alabama,12,6,0,0
2020-03-15,Alabama,23,11,0,0
2020-03-16,Alabama,29,6,0,0
2020-03-17,Alabama,39,10,0,0
2020-03-18,Alabama,51,12,0,0
2020-03-19,Alabama,78,27,0,0
2020-03-20,Alabama,106,28,0,0
2020-03-21,Alabama,131,25,0,0
2020-03-22,Alabama,157,26,0,0
2020-03-23,Alabama,196,39,0,0
2020-03-24,Alabama,242,46,0,0
2020-03-25,Alabama,386,144,1,1
2020-03-26,Alabama,538,152,3,2
2020-03-27,Alabama,639,101,4,1
2020-03-28,Alabama,720,81,4,0
2020-03-29,Alabama,830,110,5,1
2020-03-30,Alabama,947,117,11,6
2020-03-31,Alabama,999,52,14,3
2020-04-01,Alabama,1108,109,28,14
2020-04-02,Alabama,1270,162,32,4
2020-04-03,Alabama,1535,265,38,6
2020-04-04,Alabama,1632,97,44,6
2020-04-05,Alabama,1840,208,45,1
2020-04-06,Alabama,2005,165,53,8
2020-04-07,Alabama,2197,192,64,11
2020-04-08,Alabama,2498,301,67,3
2020-04-09,Alabama,2838,340,78,11
2020-04-10,Alabama,3008,170,80,2
2020-04-11,Alabama,3262,254,93,13
2020-04-12,Alabama,3583,321,93,0
2020-04-13,Alabama,3805,222,104,11
2020-04-14,Alabama,3953,148,114,10
2020-04-15,Alabama,4241,288,123,9
2020-04-16,Alabama,4404,163,137,14
2020-04-17,Alabama,4572,168,151,14
2020-04-18,Alabama,4723,151,147,-4
2020-04-19,Alabama,4903,180,160,13
2020-04-20,Alabama,5078,175,164,4
2020-04-21,Alabama,5327,249,186,22
2020-04-22,Alabama,5610,283,201,15
2020-04-23,Alabama,5832,222,197,-4
2020-04-24,Alabama,6026,194,209,12
2020-04-25,Alabama,6213,187,213,4
2020-04-26,Alabama,6421,208,219,6
2020-04-27,Alabama,6539,118,228,9
2020-04-28,Alabama,6750,211,242,14
2020-04-29,Alabama,6925,175,262,20
2020-04-30,Alabama,7068,143,272,10
2020-05-01,Alabama,7294,226,289,17
2020-05-02,Alabama,7611,317,288,-1
2020-05-03,Alabama,7888,277,290,2
2020-05-04,Alabama,8112,224,298,8
2020-05-05,Alabama,8437,325,315,17
2020-05-06,Alabama,8691,254,343,28
2020-05-07,Alabama,9046,355,369,26
2020-05-08,Alabama,9385,339,383,14
2020-05-09,Alabama,9668,283,390,7
2020-05-10,Alabama,9889,221,393,3
2020-05-11,Alabama,10164,275,403,10
2020-05-12,Alabama,10464,300,435,32
2020-05-13,Alabama,10700,236,450,15
2020-05-14,Alabama,11101,401,473,23
2020-05-15,Alabama,11373,272,483,10
2020-05-16,Alabama,11674,301,485,2
2020-05-17,Alabama,11771,97,488,3
2020-05-18,Alabama,12086,315,489,1
2020-05-19,Alabama,12376,290,504,15
2020-05-20,Alabama,13052,676,522,18
2020-05-21,Alabama,13414,362,529,7
2020-05-22,Alabama,13670,256,541,12
2020-05-23,Alabama,14149,479,549,8
2020-05-24,Alabama,14478,329,551,2
2020-05-25,Alabama,14986,508,566,15
2020-05-26,Alabama,15650,664,580,14
2020-05-27,Alabama,16032,382,583,3
2020-05-28,Alabama,16530,498,591,8
2020-05-29,Alabama,17031,501,610,19
2020-05-30,Alabama,17359,328,618,8
2020-05-31,Alabama,17952,593,630,12
2020-06-01,Alabama,18534,582,646,16
2020-06-02,Alabama,18771,237,653,7
2020-06-03,Alabama,18851,80,653,0
2020-06-04,Alabama,19072,221,653,0
2020-06-05,Alabama,19387,315,676,23
2020-06-06,Alabama,20043,656,689,13
2020-06-07,Alabama,20500,457,692,3
2020-06-08,Alabama,20925,425,718,26
2020-06-09,Alabama,21422,497,729,11
2020-06-10,Alabama,21989,567,744,15
2020-06-11,Alabama,22845,856,755,11
2020-06-12,Alabama,23710,865,769,14
2020-06-13,Alabama,24601,891,773,4
2020-06-14,Alabama,25615,1014,773,0
2020-06-15,Alabama,26272,657,774,1
2020-06-16,Alabama,26912,640,785,11
2020-06-17,Alabama,27312,400,790,5
2020-06-18,Alabama,28206,894,810,20
2020-06-19,Alabama,29002,796,822,12
2020-06-20,Alabama,29549,547,838,16
2020-06-21,Alabama,30021,472,839,1
2020-06-22,Alabama,30454,433,841,2
2020-06-23,Alabama,31097,643,864,23
2020-06-24,Alabama,32064,967,891,27
2020-06-25,Alabama,33206,1142,896,5
2020-06-26,Alabama,34183,977,907,11
2020-06-27,Alabama,35083,900,919,12
2020-06-28,Alabama,35441,358,919,0
2020-06-29,Alabama,37175,1734,929,10
2020-06-30,Alabama,38045,870,950,21
2020-07-01,Alabama,38962,917,972,22
2020-07-02,Alabama,40111,1149,985,13
2020-07-03,Alabama,41865,1754,1006,21
2020-07-04,Alabama,42862,997,1007,1
2020-07-05,Alabama,43953,1091,1007,0
2020-07-06,Alabama,44878,925,1007,0
2020-07-07,Alabama,45785,907,1033,26
2020-07-08,Alabama,46962,1177,1058,25
2020-07-09,Alabama,49174,2212,1068,10
2020-07-10,Alabama,50508,1334,1104,36
2020-07-11,Alabama,51947,1439,1114,10
2020-07-12,Alabama,53587,1640,1121,7
2020-07-13,Alabama,55545,1958,1124,3
2020-07-14,Alabama,57255,1710,1164,40
2020-07-15,Alabama,59067,1812,1211,47
2020-07-16,Alabama,61088,2021,1230,19
2020-07-17,Alabama,63091,2003,1265,35
2020-07-18,Alabama,65234,2143,1286,21
2020-07-19,Alabama,67011,1777,1287,1
2020-07-20,Alabama,68891,1880,1291,4
2020-07-21,Alabama,70358,1467,1303,12
2020-07-22,Alabama,71813,1455,1364,61
2020-07-23,Alabama,74212,2399,1397,33
2020-07-24,Alabama,76005,1793,1438,41
2020-03-12,Alaska,1,1,0,0
2020-03-13,Alaska,1,0,0,0
2020-03-14,Alaska,1,0,0,0
2020-03-15,Alaska,1,0,0,0
2020-03-16,Alaska,3,2,0,0
2020-03-17,Alaska,6,3,0,0
2020-03-18,Alaska,9,3,0,0
2020-03-19,Alaska,12,3,0,0
2020-03-20,Alaska,14,2,0,0
2020-03-21,Alaska,21,7,0,0
2020-03-22,Alaska,22,1,0,0
2020-03-23,Alaska,36,14,0,0
2020-03-24,Alaska,42,6,0,0
2020-03-25,Alaska,59,17,0,0
2020-03-26,Alaska,69,10,0,0
2020-03-27,Alaska,85,16,1,1
2020-03-28,Alaska,102,17,1,0
2020-03-29,Alaska,114,12,2,1
2020-03-30,Alaska,120,6,2,0
2020-03-31,Alaska,133,13,2,0
2020-04-01,Alaska,143,10,2,0
2020-04-02,Alaska,146,3,2,0
2020-04-03,Alaska,156,10,2,0
2020-04-04,Alaska,169,13,3,1
2020-04-05,Alaska,183,14,4,1
2020-04-06,Alaska,189,6,4,0
2020-04-07,Alaska,211,22,4,0
2020-04-08,Alaska,224,13,5,1
2020-04-09,Alaska,233,9,5,0
2020-04-10,Alaska,244,11,5,0
2020-04-11,Alaska,255,11,6,1
2020-04-12,Alaska,270,15,6,0
2020-04-13,Alaska,275,5,6,0
2020-04-14,Alaska,283,8,7,1
2020-04-15,Alaska,291,8,7,0
2020-04-16,Alaska,298,7,7,0
2020-04-17,Alaska,307,9,7,0
2020-04-18,Alaska,312,5,7,0
2020-04-19,Alaska,317,5,7,0
2020-04-20,Alaska,319,2,7,0
2020-04-21,Alaska,327,8,7,0
2020-04-22,Alaska,333,6,7,0
2020-04-23,Alaska,335,2,7,0
2020-04-24,Alaska,337,2,7,0
2020-04-25,Alaska,337,0,7,0
2020-04-26,Alaska,339,2,7,0
2020-04-27,Alaska,343,4,7,0
2020-04-28,Alaska,349,6,7,0
2020-04-29,Alaska,353,4,7,0
2020-04-30,Alaska,353,0,7,0
2020-05-01,Alaska,362,9,7,0
2020-05-02,Alaska,363,1,7,0
2020-05-03,Alaska,366,3,7,0
2020-05-04,Alaska,368,2,7,0
2020-05-05,Alaska,369,1,7,0
2020-05-06,Alaska,370,1,8,1
2020-05-07,Alaska,373,3,8,0
2020-05-08,Alaska,376,3,8,0
2020-05-09,Alaska,377,1,8,0
2020-05-10,Alaska,378,1,8,0
2020-05-11,Alaska,380,2,8,0
2020-05-12,Alaska,383,3,8,0
2020-05-13,Alaska,383,0,8,0
2020-05-14,Alaska,387,4,8,0
2020-05-15,Alaska,388,1,8,0
2020-05-16,Alaska,392,4,8,0
2020-05-17,Alaska,396,4,8,0
2020-05-18,Alaska,399,3,8,0
2020-05-19,Alaska,399,0,8,0
2020-05-20,Alaska,402,3,8,0
2020-05-21,Alaska,402,0,8,0
2020-05-22,Alaska,404,2,8,0
2020-05-23,Alaska,409,5,8,0
2020-05-24,Alaska,409,0,8,0
2020-05-25,Alaska,412,3,8,0
2020-05-26,Alaska,416,4,8,0
2020-05-27,Alaska,417,1,8,0
2020-05-28,Alaska,430,13,8,0
2020-05-29,Alaska,436,6,8,0
2020-05-30,Alaska,441,5,8,0
2020-05-31,Alaska,469,28,8,0
2020-06-01,Alaska,476,7,8,0
2020-06-02,Alaska,497,21,8,0
2020-06-03,Alaska,516,19,8,0
2020-06-04,Alaska,542,26,8,0
2020-06-05,Alaska,565,23,8,0
2020-06-06,Alaska,579,14,8,0
2020-06-07,Alaska,588,9,8,0
2020-06-08,Alaska,607,19,8,0
2020-06-09,Alaska,620,13,9,1
2020-06-10,Alaska,642,22,9,0
2020-06-11,Alaska,666,24,9,0
2020-06-12,Alaska,688,22,10,1
2020-06-13,Alaska,722,34,10,0
2020-06-14,Alaska,734,12,10,0
2020-06-15,Alaska,738,4,10,0
2020-06-16,Alaska,751,13,10,0
2020-06-17,Alaska,776,25,10,0
2020-06-18,Alaska,795,19,10,0
2020-06-19,Alaska,821,26,10,0
2020-06-20,Alaska,845,24,10,0
2020-06-21,Alaska,859,14,10,0
2020-06-22,Alaska,869,10,10,0
2020-06-23,Alaska,905,36,10,0
2020-06-24,Alaska,926,21,10,0
2020-06-25,Alaska,971,45,10,0
2020-06-26,Alaska,1001,30,12,2
2020-06-27,Alaska,1027,26,12,0
2020-06-28,Alaska,1060,33,12,0
2020-06-29,Alaska,1085,25,12,0
2020-06-30,Alaska,1132,47,12,0
2020-07-01,Alaska,1174,42,12,0
2020-07-02,Alaska,1224,50,12,0
2020-07-03,Alaska,1284,60,13,1
2020-07-04,Alaska,1339,55,14,1
2020-07-05,Alaska,1371,32,14,0
2020-07-06,Alaska,1401,30,14,0
2020-07-07,Alaska,1423,22,15,1
2020-07-08,Alaska,1472,49,15,0
2020-07-09,Alaska,1521,49,15,0
2020-07-10,Alaska,1579,58,15,0
2020-07-11,Alaska,1656,77,15,0
2020-07-12,Alaska,1772,116,15,0
2020-07-13,Alaska,1843,71,15,0
2020-07-14,Alaska,1897,54,15,0
2020-07-15,Alaska,1958,61,15,0
2020-07-16,Alaska,2034,76,15,0
2020-07-17,Alaska,2083,49,15,0
2020-07-18,Alaska,2157,74,16,1
2020-07-19,Alaska,2275,118,16,0
2020-07-20,Alaska,2412,137,16,0
2020-07-21,Alaska,2523,111,16,0
2020-07-22,Alaska,2617,94,17,1
2020-07-23,Alaska,2682,65,17,0
2020-07-24,Alaska,2746,64,17,0
2020-01-26,Arizona,1,1,0,0
2020-01-27,Arizona,1,0,0,0
2020-01-28,Arizona,1,0,0,0
2020-01-29,Arizona,1,0,0,0
2020-01-30,Arizona,1,0,0,0
2020-01-31,Arizona,1,0,0,0
2020-02-01,Arizona,1,0,0,0
2020-02-02,Arizona,1,0,0,0
2020-02-03,Arizona,1,0,0,0
2020-02-04,Arizona,1,0,0,0
2020-02-05,Arizona,1,0,0,0
2020-02-06,Arizona,1,0,0,0
2020-02-07,Arizona,1,0,0,0
2020-02-08,Arizona,1,0,0,0
2020-02-09,Arizona,1,0,0,0
2020-02-10,Arizona,1,0,0,0
2020-02-11,Arizona,1,0,0,0
2020-02-12,Arizona,1,0,0,0
2020-02-13,Arizona,1,0,0,0
2020-02-14,Arizona,1,0,0,0
2020-02-15,Arizona,1,0,0,0
2020-02-16,Arizona,1,0,0,0
2020-02-17,Arizona,1,0,0,0
2020-02-18,Arizona,1,0,0,0
2020-02-19,Arizona,1,0,0,0
2020-02-20,Arizona,1,0,0,0
2020-02-21,Arizona,1,0,0,0
2020-02-22,Arizona,1,0,0,0
2020-02-23,Arizona,1,0,0,0
2020-02-24,Arizona,1,0,0,0
2020-02-25,Arizona,1,0,0,0
2020-02-26,Arizona,1,0,0,0
2020-02-27,Arizona,1,0,0,0
2020-02-28,Arizona,1,0,0,0
2020-02-29,Arizona,1,0,0,0
2020-03-01,Arizona,1,0,0,0
2020-03-02,Arizona,1,0,0,0
2020-03-03,Arizona,2,1,0,0
2020-03-04,Arizona,2,0,0,0
2020-03-05,Arizona,2,0,0,0
2020-03-06,Arizona,3,1,0,0
2020-03-07,Arizona,5,2,0,0
2020-03-08,Arizona,5,0,0,0
2020-03-09,Arizona,6,1,0,0
2020-03-10,Arizona,6,0,0,0
2020-03-11,Arizona,9,3,0,0
2020-03-12,Arizona,9,0,0,0
2020-03-13,Arizona,9,0,0,0
2020-03-14,Arizona,12,3,0,0
2020-03-15,Arizona,13,1,0,0
2020-03-16,Arizona,18,5,0,0
2020-03-17,Arizona,20,2,0,0
2020-03-18,Arizona,28,8,0,0
2020-03-19,Arizona,47,19,0,0
2020-03-20,Arizona,70,23,1,1
2020-03-21,Arizona,104,34,1,0
2020-03-22,Arizona,153,49,2,1
2020-03-23,Arizona,234,81,2,0
2020-03-24,Arizona,326,92,6,4
2020-03-25,Arizona,402,76,6,0
2020-03-26,Arizona,508,106,8,2
2020-03-27,Arizona,665,157,15,7
2020-03-28,Arizona,773,108,15,0
2020-03-29,Arizona,930,157,18,3
2020-03-30,Arizona,1169,239,20,2
2020-03-31,Arizona,1298,129,24,4
2020-04-01,Arizona,1413,115,29,5
2020-04-02,Arizona,1600,187,35,6
2020-04-03,Arizona,1769,169,41,6
2020-04-04,Arizona,2019,250,53,12
2020-04-05,Arizona,2269,250,64,11
2020-04-06,Arizona,2466,197,67,3
2020-04-07,Arizona,2577,111,77,10
2020-04-08,Arizona,2726,149,80,3
2020-04-09,Arizona,3018,292,89,9
2020-04-10,Arizona,3112,94,97,8
2020-04-11,Arizona,3393,281,112,15
2020-04-12,Arizona,3539,146,117,5
2020-04-13,Arizona,3702,163,122,5
2020-04-14,Arizona,3806,104,131,9
2020-04-15,Arizona,3962,156,142,11
2020-04-16,Arizona,4234,272,152,10
2020-04-17,Arizona,4507,273,174,22
2020-04-18,Arizona,4719,212,181,7
2020-04-19,Arizona,4929,210,188,7
2020-04-20,Arizona,5064,135,191,3
2020-04-21,Arizona,5251,187,213,22
2020-04-22,Arizona,5459,208,236,23
2020-04-23,Arizona,5769,310,257,21
2020-04-24,Arizona,6045,276,268,11
2020-04-25,Arizona,6280,235,275,7
2020-04-26,Arizona,6526,246,277,2
2020-04-27,Arizona,6716,190,277,0
2020-04-28,Arizona,6948,232,297,20
2020-04-29,Arizona,7202,254,308,11
2020-04-30,Arizona,7648,446,320,12
2020-05-01,Arizona,7962,314,330,10
2020-05-02,Arizona,8364,402,353,23
2020-05-03,Arizona,8640,276,362,9
2020-05-04,Arizona,8919,279,362,0
2020-05-05,Arizona,9305,386,395,33
2020-05-06,Arizona,9707,402,426,31
2020-05-07,Arizona,9945,238,450,24
2020-05-08,Arizona,10526,581,517,67
2020-05-09,Arizona,10960,434,532,15
2020-05-10,Arizona,11119,159,536,4
2020-05-11,Arizona,11380,261,542,6
2020-05-12,Arizona,11736,356,562,20
2020-05-13,Arizona,12176,440,594,32
2020-05-14,Arizona,12674,498,624,30
2020-05-15,Arizona,13169,495,651,27
2020-05-16,Arizona,13631,462,679,28
2020-05-17,Arizona,13937,306,680,1
2020-05-18,Arizona,14170,233,686,6
2020-05-19,Arizona,14566,396,704,18
2020-05-20,Arizona,14897,331,747,43
2020-05-21,Arizona,15315,418,763,16
2020-05-22,Arizona,15608,293,775,12
2020-05-23,Arizona,16040,432,799,24
2020-05-24,Arizona,16339,299,800,1
2020-05-25,Arizona,16561,222,806,6
2020-05-26,Arizona,16783,222,807,1
2020-05-27,Arizona,17262,479,831,24
2020-05-28,Arizona,17763,501,857,26
2020-05-29,Arizona,18465,702,885,28
2020-05-30,Arizona,19255,790,903,18
2020-05-31,Arizona,19936,681,906,3
2020-06-01,Arizona,20123,187,918,12
2020-06-02,Arizona,21250,1127,943,25
2020-06-03,Arizona,22245,995,983,40
2020-06-04,Arizona,22818,573,1000,17
2020-06-05,Arizona,24369,1551,1016,16
2020-06-06,Arizona,25517,1148,1046,30
2020-06-07,Arizona,26924,1407,1048,2
2020-06-08,Arizona,27761,837,1052,4
2020-06-09,Arizona,28396,635,1074,22
2020-06-10,Arizona,29981,1585,1100,26
2020-06-11,Arizona,31525,1544,1130,30
2020-06-12,Arizona,33167,1642,1157,27
2020-06-13,Arizona,34773,1606,1190,33
2020-06-14,Arizona,35953,1180,1194,4
2020-06-15,Arizona,37005,1052,1204,10
2020-06-16,Arizona,39298,2293,1228,24
2020-06-17,Arizona,41159,1861,1252,24
2020-06-18,Arizona,43731,2572,1287,35
2020-06-19,Arizona,46914,3183,1322,35
2020-06-20,Arizona,50198,3284,1347,25
2020-06-21,Arizona,52666,2468,1350,3
2020-06-22,Arizona,54767,2101,1354,4
2020-06-23,Arizona,58397,3630,1398,44
2020-06-24,Arizona,60207,1810,1467,69
2020-06-25,Arizona,63297,3090,1495,28
2020-06-26,Arizona,66676,3379,1537,42
2020-06-27,Arizona,70152,3476,1581,44
2020-06-28,Arizona,73961,3809,1594,13
2020-06-29,Arizona,74602,641,1598,4
2020-06-30,Arizona,79399,4797,1645,47
2020-07-01,Arizona,84152,4753,1726,81
2020-07-02,Arizona,87495,3343,1766,40
2020-07-03,Arizona,91894,4399,1802,36
2020-07-04,Arizona,94616,2722,1821,19
2020-07-05,Arizona,98126,3510,1829,8
2020-07-06,Arizona,101542,3416,1832,3
2020-07-07,Arizona,105159,3617,1933,101
2020-07-08,Arizona,108710,3551,1973,40
2020-07-09,Arizona,112783,4073,2047,74
2020-07-10,Arizona,116947,4164,2093,46
2020-07-11,Arizona,119991,3044,2158,65
2020-07-12,Arizona,122479,2488,2239,81
2020-07-13,Arizona,123917,1438,2250,11
2020-07-14,Arizona,128126,4209,2341,91
2020-07-15,Arizona,131411,3285,2442,101
2020-07-16,Arizona,134730,3319,2506,64
2020-07-17,Arizona,138575,3845,2597,91
2020-07-18,Arizona,141333,2758,2733,136
2020-07-19,Arizona,143644,2311,2768,35
2020-07-20,Arizona,145320,1676,2795,27
2020-07-21,Arizona,148730,3410,2918,123
2020-07-22,Arizona,150659,1929,2976,58
2020-07-23,Arizona,153029,2370,3067,91
2020-07-24,Arizona,156392,3363,3156,89
2020-03-11,Arkansas,1,1,0,0
2020-03-12,Arkansas,6,5,0,0
2020-03-13,Arkansas,7,1,0,0
2020-03-14,Arkansas,9,2,0,0
2020-03-15,Arkansas,16,7,0,0
2020-03-16,Arkansas,22,6,0,0
2020-03-17,Arkansas,22,0,0,0
2020-03-18,Arkansas,33,11,0,0
2020-03-19,Arkansas,62,29,0,0
2020-03-20,Arkansas,100,38,0,0
2020-03-21,Arkansas,118,18,0,0
2020-03-22,Arkansas,165,47,0,0
2020-03-23,Arkansas,201,36,0,0
2020-03-24,Arkansas,231,30,2,2
2020-03-25,Arkansas,307,76,2,0
2020-03-26,Arkansas,350,43,3,1
2020-03-27,Arkansas,385,35,3,0
2020-03-28,Arkansas,409,24,5,2
2020-03-29,Arkansas,449,40,6,1
2020-03-30,Arkansas,508,59,7,1
2020-03-31,Arkansas,564,56,8,1
2020-04-01,Arkansas,624,60,10,2
2020-04-02,Arkansas,683,59,12,2
2020-04-03,Arkansas,738,55,12,0
2020-04-04,Arkansas,743,5,14,2
2020-04-05,Arkansas,853,110,16,2
2020-04-06,Arkansas,927,74,16,0
2020-04-07,Arkansas,997,70,18,2
2020-04-08,Arkansas,1077,80,18,0
2020-04-09,Arkansas,1146,69,21,3
2020-04-10,Arkansas,1202,56,24,3
2020-04-11,Arkansas,1228,26,25,1
2020-04-12,Arkansas,1280,52,27,2
2020-04-13,Arkansas,1475,195,30,3
2020-04-14,Arkansas,1498,23,32,2
2020-04-15,Arkansas,1599,101,34,2
2020-04-16,Arkansas,1620,21,37,3
2020-04-17,Arkansas,1695,75,37,0
2020-04-18,Arkansas,1777,82,38,1
2020-04-19,Arkansas,1781,4,39,1
2020-04-20,Arkansas,1971,190,42,3
2020-04-21,Arkansas,2262,291,43,1
2020-04-22,Arkansas,2392,130,44,1
2020-04-23,Arkansas,2599,207,45,1
2020-04-24,Arkansas,2810,211,47,2
2020-04-25,Arkansas,2909,99,48,1
2020-04-26,Arkansas,3001,92,50,2
2020-04-27,Arkansas,3069,68,51,1
2020-04-28,Arkansas,3127,58,57,6
2020-04-29,Arkansas,3207,80,59,2
2020-04-30,Arkansas,3281,74,61,2
2020-05-01,Arkansas,3310,29,64,3
2020-05-02,Arkansas,3372,62,72,8
2020-05-03,Arkansas,3431,59,76,4
2020-05-04,Arkansas,3469,38,80,4
2020-05-05,Arkansas,3525,56,83,3
2020-05-06,Arkansas,3611,86,87,4
2020-05-07,Arkansas,3694,83,88,1
2020-05-08,Arkansas,3747,53,88,0
2020-05-09,Arkansas,3747,0,88,0
2020-05-10,Arkansas,4012,265,91,3
2020-05-11,Arkansas,4043,31,94,3
2020-05-12,Arkansas,4164,121,95,1
2020-05-13,Arkansas,4236,72,97,2
2020-05-14,Arkansas,4366,130,98,1
2020-05-15,Arkansas,4463,97,98,0
2020-05-16,Arkansas,4578,115,98,0
2020-05-17,Arkansas,4759,181,98,0
2020-05-18,Arkansas,4813,54,100,2
2020-05-19,Arkansas,4923,110,102,2
2020-05-20,Arkansas,5003,80,107,5
2020-05-21,Arkansas,5458,455,110,3
2020-05-22,Arkansas,5612,154,113,3
2020-05-23,Arkansas,5775,163,115,2
2020-05-24,Arkansas,5922,147,116,1
2020-05-25,Arkansas,6029,107,117,1
2020-05-26,Arkansas,6180,151,119,2
2020-05-27,Arkansas,6277,97,120,1
2020-05-28,Arkansas,6538,261,125,5
2020-05-29,Arkansas,6777,239,132,7
2020-05-30,Arkansas,7013,236,133,1
2020-05-31,Arkansas,7253,240,133,0
2020-06-01,Arkansas,7443,190,133,0
2020-06-02,Arkansas,7818,375,136,3
2020-06-03,Arkansas,8067,249,142,6
2020-06-04,Arkansas,8425,358,151,9
2020-06-05,Arkansas,8651,226,152,1
2020-06-06,Arkansas,9101,450,154,2
2020-06-07,Arkansas,9426,325,154,0
2020-06-08,Arkansas,9740,314,155,1
2020-06-09,Arkansas,10080,340,161,6
2020-06-10,Arkansas,10368,288,165,4
2020-06-11,Arkansas,10816,448,171,6
2020-06-12,Arkansas,11547,731,176,5
2020-06-13,Arkansas,12095,548,177,1
2020-06-14,Arkansas,12501,406,179,2
2020-06-15,Arkansas,12917,416,182,3
2020-06-16,Arkansas,13191,274,188,6
2020-06-17,Arkansas,13606,415,197,9
2020-06-18,Arkansas,13928,322,208,11
2020-06-19,Arkansas,14631,703,214,6
2020-06-20,Arkansas,15142,511,224,10
2020-06-21,Arkansas,15561,419,225,1
2020-06-22,Arkansas,16083,522,227,2
2020-06-23,Arkansas,16678,595,237,10
2020-06-24,Arkansas,17375,697,240,3
2020-06-25,Arkansas,18062,687,240,0
2020-06-26,Arkansas,18740,678,249,9
2020-06-27,Arkansas,19310,570,259,10
2020-06-28,Arkansas,19818,508,264,5
2020-06-29,Arkansas,20257,439,265,1
2020-06-30,Arkansas,20777,520,270,5
2020-07-01,Arkansas,21197,420,277,7
2020-07-02,Arkansas,22075,878,279,2
2020-07-03,Arkansas,22622,547,281,2
2020-07-04,Arkansas,23209,587,286,5
2020-07-05,Arkansas,23814,605,287,1
2020-07-06,Arkansas,24253,439,292,5
2020-07-07,Arkansas,24512,259,301,9
2020-07-08,Arkansas,25246,734,305,4
2020-07-09,Arkansas,26052,806,309,4
2020-07-10,Arkansas,26803,751,313,4
2020-07-11,Arkansas,27864,1061,319,6
2020-07-12,Arkansas,28367,503,321,2
2020-07-13,Arkansas,28939,572,323,2
2020-07-14,Arkansas,29733,794,331,8
2020-07-15,Arkansas,30297,564,335,4
2020-07-16,Arkansas,31114,817,341,6
2020-07-17,Arkansas,31762,648,353,12
2020-07-18,Arkansas,32533,771,357,4
2020-07-19,Arkansas,33228,695,357,0
2020-07-20,Arkansas,33927,699,363,6
2020-07-21,Arkansas,34655,728,374,11
2020-07-22,Arkansas,35246,591,380,6
2020-07-23,Arkansas,36259,1013,386,6
2020-07-24,Arkansas,37249,990,394,8
2020-01-25,California,1,1,0,0
2020-01-26,California,2,1,0,0
2020-01-27,California,2,0,0,0
2020-01-28,California,2,0,0,0
2020-01-29,California,2,0,0,0
2020-01-30,California,2,0,0,0
2020-01-31,California,3,1,0,0
2020-02-01,California,3,0,0,0
2020-02-02,California,6,3,0,0
2020-02-03,California,6,0,0,0
2020-02-04,California,6,0,0,0
2020-02-05,California,6,0,0,0
2020-02-06,California,6,0,0,0
2020-02-07,California,6,0,0,0
2020-02-08,California,6,0,0,0
2020-02-09,California,6,0,0,0
2020-02-10,California,7,1,0,0
2020-02-11,California,7,0,0,0
2020-02-12,California,7,0,0,0
2020-02-13,California,7,0,0,0
2020-02-14,California,7,0,0,0
2020-02-15,California,7,0,0,0
2020-02-16,California,7,0,0,0
2020-02-17,California,7,0,0,0
2020-02-18,California,7,0,0,0
2020-02-19,California,7,0,0,0
2020-02-20,California,8,1,0,0
2020-02-21,California,9,1,0,0
2020-02-22,California,9,0,0,0
2020-02-23,California,9,0,0,0
2020-02-24,California,11,2,0,0
2020-02-25,California,11,0,0,0
2020-02-26,California,26,15,0,0
2020-02-27,California,26,0,0,0
2020-02-28,California,27,1,0,0
2020-02-29,California,28,1,0,0
2020-03-01,California,33,5,0,0
2020-03-02,California,38,5,0,0
2020-03-03,California,45,7,0,0
2020-03-04,California,55,10,1,1
2020-03-05,California,67,12,1,0
2020-03-06,California,81,14,1,0
2020-03-07,California,100,19,1,0
2020-03-08,California,112,12,1,0
2020-03-09,California,172,60,2,1
2020-03-10,California,179,7,3,1
2020-03-11,California,202,23,4,1
2020-03-12,California,252,50,4,0
2020-03-13,California,320,68,5,1
2020-03-14,California,381,61,5,0
2020-03-15,California,478,97,6,1
2020-03-16,California,588,110,11,5
2020-03-17,California,732,144,14,3
2020-03-18,California,893,161,17,3
2020-03-19,California,1067,174,19,2
2020-03-20,California,1283,216,24,5
2020-03-21,California,1544,261,28,4
2020-03-22,California,1851,307,35,7
2020-03-23,California,2240,389,39,4
2020-03-24,California,2644,404,52,13
2020-03-25,California,3183,539,68,16
2020-03-26,California,4060,877,83,15
2020-03-27,California,4915,855,104,21
2020-03-28,California,5566,651,122,18
2020-03-29,California,6321,755,132,10
2020-03-30,California,7421,1100,147,15
2020-03-31,California,8583,1162,184,37
2020-04-01,California,9857,1274,212,28
2020-04-02,California,11190,1333,247,35
2020-04-03,California,12569,1379,282,35
2020-04-04,California,13796,1227,323,41
2020-04-05,California,15202,1406,351,28
2020-04-06,California,16361,1159,386,35
2020-04-07,California,17540,1179,447,61
2020-04-08,California,19043,1503,506,59
2020-04-09,California,20191,1148,548,42
2020-04-10,California,21366,1175,594,46
2020-04-11,California,22421,1055,632,38
2020-04-12,California,23323,902,676,44
2020-04-13,California,24334,1011,725,49
2020-04-14,California,25758,1424,778,53
2020-04-15,California,27107,1349,885,107
2020-04-16,California,28142,1035,971,86
2020-04-17,California,29398,1256,1050,79
2020-04-18,California,30829,1431,1146,96
2020-04-19,California,31544,715,1176,30
2020-04-20,California,33862,2318,1223,47
2020-04-21,California,35844,1982,1316,93
2020-04-22,California,37573,1729,1425,109
2020-04-23,California,39534,1961,1548,123
