date,country,cases,deaths
2020-03-01,Oman,10,0
2020-03-08,Oman,4,0
2020-03-15,Oman,28,0
2020-03-22,Oman,83,0
2020-03-29,Oman,100,1
2020-04-05,Oman,253,2
2020-04-12,Oman,585,3
2020-04-19,Oman,721,4
2020-04-26,Oman,657,1
2020-05-03,Oman,665,4
2020-05-10,Oman,1513,4
2020-05-17,Oman,2169,13
2020-05-24,Oman,3026,8
2020-05-31,Oman,5266,32
2020-06-07,Oman,5985,24
2020-06-14,Oman,6599,29
2020-06-21,Oman,7232,19
2019-12-29,Pakistan,0,0
2020-01-05,Pakistan,0,0
2020-01-12,Pakistan,0,0
2020-01-19,Pakistan,0,0
2020-01-26,Pakistan,0,0
2020-02-02,Pakistan,0,0
2020-02-09,Pakistan,0,0
2020-02-16,Pakistan,0,0
2020-02-23,Pakistan,2,0
2020-03-01,Pakistan,4,0
2020-03-08,Pakistan,15,0
2020-03-15,Pakistan,474,3
2020-03-22,Pakistan,702,6
2020-03-29,Pakistan,1094,22
2020-04-05,Pakistan,2497,40
2020-04-12,Pakistan,2693,72
2020-04-19,Pakistan,4459,110
2020-04-26,Pakistan,6174,164
2020-05-03,Pakistan,9360,201
2020-05-10,Pakistan,11325,216
2020-05-17,Pakistan,13638,267
2020-05-24,Pakistan,14020,294
2020-05-31,Pakistan,27526,540
2020-06-07,Pakistan,38422,616
2020-06-14,Pakistan,39261,831
2020-06-21,Pakistan,24079,580
2020-03-01,Palestine,16,0
2020-03-08,Palestine,19,0
2020-03-15,Palestine,13,0
2020-03-22,Palestine,43,1
2020-03-29,Palestine,64,0
2020-04-05,Palestine,111,1
2020-04-12,Palestine,41,0
2020-04-19,Palestine,33,0
2020-04-26,Palestine,177,2
2020-05-03,Palestine,30,0
2020-05-10,Palestine,7,0
2020-05-17,Palestine,48,0
2020-05-24,Palestine,23,1
2020-05-31,Palestine,18,0
2020-06-07,Palestine,26,0
2020-06-14,Palestine,189,0
2020-06-21,Palestine,730,0
2020-03-08,Panama,36,1
2020-03-15,Panama,164,0
2020-03-22,Panama,586,13
2020-03-29,Panama,887,27
2020-04-05,Panama,1301,33
2020-04-12,Panama,1236,42
2020-04-19,Panama,1128,38
2020-04-26,Panama,1382,38
2020-05-03,Panama,1350,39
2020-05-10,Panama,1198,35
2020-05-17,Panama,999,29
2020-05-24,Panama,2264,31
2020-05-31,Panama,2932,44
2020-06-07,Panama,3748,51
2020-06-14,Panama,5063,64
2020-06-21,Panama,4763,79
2020-03-15,Papua_New_Guinea,1,0
2020-03-22,Papua_New_Guinea,0,0
2020-03-29,Papua_New_Guinea,0,0
2020-04-05,Papua_New_Guinea,1,0
2020-04-12,Papua_New_Guinea,5,0
2020-04-19,Papua_New_Guinea,1,0
2020-04-26,Papua_New_Guinea,0,0
2020-05-03,Papua_New_Guinea,0,0
2020-05-10,Papua_New_Guinea,0,0
2020-05-17,Papua_New_Guinea,0,0
2020-05-24,Papua_New_Guinea,0,0
2020-05-31,Papua_New_Guinea,0,0
2020-06-07,Papua_New_Guinea,0,0
2020-06-14,Papua_New_Guinea,0,0
2020-06-21,Papua_New_Guinea,3,0
2020-03-08,Paraguay,7,0
2020-03-15,Paraguay,11,1
2020-03-22,Paraguay,38,2
2020-03-29,Paraguay,40,0
2020-04-05,Paraguay,37,3
2020-04-12,Paraguay,69,2
2020-04-19,Paraguay,21,1
2020-04-26,Paraguay,110,1
2020-05-03,Paraguay,230,0
2020-05-10,Paraguay,196,1
2020-05-17,Paraguay,79,0
2020-05-24,Paraguay,79,0
2020-05-31,Paraguay,170,0
2020-06-07,Paraguay,167,0
2020-06-14,Paraguay,82,2
2020-06-21,Paraguay,233,0
2020-03-01,Peru,1,0
2020-03-08,Peru,37,0
2020-03-15,Peru,225,3
2020-03-22,Peru,372,8
2020-03-29,Peru,960,50
2020-04-05,Peru,4302,108
2020-04-12,Peru,7592,131
2020-04-19,Peru,8159,334
2020-04-26,Peru,18811,490
2020-05-03,Peru,21388,590
2020-05-10,Peru,22648,679
2020-05-17,Peru,27203,851
2020-05-24,Peru,36587,986
2020-05-31,Peru,39115,932
2020-06-07,Peru,33349,1146
2020-06-14,Peru,27176,1352
2020-06-21,Peru,20677,1101
2019-12-29,Philippines,0,0
2020-01-05,Philippines,0,0
2020-01-12,Philippines,0,0
2020-01-19,Philippines,0,0
2020-01-26,Philippines,1,0
2020-02-02,Philippines,2,1
2020-02-09,Philippines,0,0
2020-02-16,Philippines,0,0
2020-02-23,Philippines,0,0
2020-03-01,Philippines,2,0
2020-03-08,Philippines,59,5
2020-03-15,Philippines,166,12
2020-03-22,Philippines,573,36
2020-03-29,Philippines,2215,82
2020-04-05,Philippines,1058,67
2020-04-12,Philippines,1802,184
2020-04-19,Philippines,1314,90
2020-04-26,Philippines,1580,102
2020-05-03,Philippines,1691,117
2020-05-10,Philippines,1628,110
2020-05-17,Philippines,1506,51
2020-05-24,Philippines,3037,85
2020-05-31,Philippines,3992,45
2020-06-07,Philippines,4161,65
2020-06-14,Philippines,3672,78
2020-06-21,Philippines,4610,82
2020-03-01,Poland,5,0
2020-03-08,Poland,63,2
2020-03-15,Poland,357,3
2020-03-22,Poland,964,11
2020-03-29,Poland,1994,55
2020-04-05,Poland,2572,110
2020-04-12,Poland,2424,151
2020-04-19,Poland,2513,162
2020-04-26,Poland,2213,157
2020-05-03,Poland,2261,125
2020-05-10,Poland,2650,131
2020-05-17,Poland,2603,75
2020-05-24,Poland,2536,69
2020-05-31,Poland,2264,86
2020-06-07,Poland,3158,85
2020-06-14,Poland,2739,112
2020-06-21,Poland,1803,78
2020-03-01,Portugal,13,0
2020-03-08,Portugal,99,0
2020-03-15,Portugal,908,6
2020-03-22,Portugal,3248,70
2020-03-29,Portugal,5618,170
2020-04-05,Portugal,5586,189
2020-04-12,Portugal,3550,222
2020-04-19,Portugal,4249,223
2020-04-26,Portugal,2080,127
2020-05-03,Portugal,1917,107
2020-05-10,Portugal,1315,76
2020-05-17,Portugal,1617,99
2020-05-24,Portugal,1746,94
2020-05-31,Portugal,2023,82
2020-06-07,Portugal,2211,40
2020-06-14,Portugal,2284,22
2020-06-21,Portugal,1951,22
2020-03-22,Puerto_Rico,64,2
2020-03-29,Puerto_Rico,314,13
2020-04-05,Puerto_Rico,347,24
2020-04-12,Puerto_Rico,343,19
2020-04-19,Puerto_Rico,208,19
2020-04-26,Puerto_Rico,299,17
2020-05-03,Puerto_Rico,581,13
2020-05-10,Puerto_Rico,386,15
2020-05-17,Puerto_Rico,488,4
2020-05-24,Puerto_Rico,617,6
2020-05-31,Puerto_Rico,973,9
2020-06-07,Puerto_Rico,916,5
2020-06-14,Puerto_Rico,575,1
2020-06-21,Puerto_Rico,766,4
2019-12-29,Qatar,0,0
2020-01-05,Qatar,0,0
2020-01-12,Qatar,0,0
2020-01-19,Qatar,0,0
2020-01-26,Qatar,0,0
2020-02-02,Qatar,0,0
2020-02-09,Qatar,0,0
2020-02-16,Qatar,0,0
2020-02-23,Qatar,0,0
2020-03-01,Qatar,11,0
2020-03-08,Qatar,309,0
2020-03-15,Qatar,150,0
2020-03-22,Qatar,92,0
2020-03-29,Qatar,387,3
2020-04-05,Qatar,1563,3
2020-04-12,Qatar,2151,1
2020-04-19,Qatar,3862,3
2020-04-26,Qatar,5571,2
2020-05-03,Qatar,6105,0
2020-05-10,Qatar,9224,2
2020-05-17,Qatar,11056,5
2020-05-24,Qatar,12426,17
2020-05-31,Qatar,12588,13
2020-06-07,Qatar,11093,21
2020-06-14,Qatar,8874,23
2020-06-21,Qatar,6376,13
2019-12-29,Romania,0,0
2020-01-05,Romania,0,0
2020-01-12,Romania,0,0
2020-01-19,Romania,0,0
2020-01-26,Romania,0,0
2020-02-02,Romania,0,0
2020-02-09,Romania,0,0
2020-02-16,Romania,0,0
2020-02-23,Romania,3,0
2020-03-01,Romania,4,0
2020-03-08,Romania,82,0
2020-03-15,Romania,219,0
2020-03-22,Romania,984,24
2020-03-29,Romania,1891,109
2020-04-05,Romania,2284,124
2020-04-12,Romania,2600,143
2020-04-19,Romania,2350,152
2020-04-26,Romania,2150,192
2020-05-03,Romania,2244,154
2020-05-10,Romania,1626,158
2020-05-17,Romania,1275,103
2020-05-24,Romania,1270,81
2020-05-31,Romania,1121,68
2020-06-07,Romania,1301,72
2020-06-14,Romania,1996,104
2020-06-21,Romania,1886,81
2019-12-29,Russia,0,0
2020-01-05,Russia,0,0
2020-01-12,Russia,0,0
2020-01-19,Russia,0,0
2020-01-26,Russia,2,0
2020-02-02,Russia,0,0
2020-02-09,Russia,0,0
2020-02-16,Russia,0,0
2020-02-23,Russia,0,0
2020-03-01,Russia,8,0
2020-03-08,Russia,35,0
2020-03-15,Russia,208,0
2020-03-22,Russia,783,4
2020-03-29,Russia,3113,30
2020-04-05,Russia,7768,60
2020-04-12,Russia,20091,179
2020-04-19,Russia,36614,342
2020-04-26,Russia,45809,554
2020-05-03,Russia,73428,554
2020-05-10,Russia,74984,695
2020-05-17,Russia,63605,831
2020-05-24,Russia,61175,1125
2020-05-31,Russia,62211,1154
2020-06-07,Russia,61589,1187
2020-06-14,Russia,57640,1257
2020-06-21,Russia,44931,633
2020-03-15,Rwanda,17,0
2020-03-22,Rwanda,37,0
2020-03-29,Rwanda,35,0
2020-04-05,Rwanda,29,0
2020-04-12,Rwanda,25,0
2020-04-19,Rwanda,33,0
2020-04-26,Rwanda,73,0
2020-05-03,Rwanda,24,0
2020-05-10,Rwanda,14,0
2020-05-17,Rwanda,34,0
2020-05-24,Rwanda,34,0
2020-05-31,Rwanda,65,2
2020-06-07,Rwanda,90,0
2020-06-14,Rwanda,151,0
2020-06-21,Rwanda,189,0
2020-03-22,Saint_Kitts_and_Nevis,2,0
2020-03-29,Saint_Kitts_and_Nevis,7,0
2020-04-05,Saint_Kitts_and_Nevis,3,0
2020-04-12,Saint_Kitts_and_Nevis,2,0
2020-04-19,Saint_Kitts_and_Nevis,1,0
2020-04-26,Saint_Kitts_and_Nevis,0,0
2020-05-03,Saint_Kitts_and_Nevis,0,0
2020-05-10,Saint_Kitts_and_Nevis,0,0
2020-05-17,Saint_Kitts_and_Nevis,0,0
2020-05-24,Saint_Kitts_and_Nevis,0,0
2020-05-31,Saint_Kitts_and_Nevis,0,0
2020-06-07,Saint_Kitts_and_Nevis,0,0
2020-06-14,Saint_Kitts_and_Nevis,0,0
2020-06-21,Saint_Kitts_and_Nevis,0,0
2020-03-15,Saint_Lucia,2,0
2020-03-22,Saint_Lucia,1,0
2020-03-29,Saint_Lucia,10,0
2020-04-05,Saint_Lucia,2,0
2020-04-12,Saint_Lucia,0,0
2020-04-19,Saint_Lucia,0,0
2020-04-26,Saint_Lucia,2,0
2020-05-03,Saint_Lucia,1,0
2020-05-10,Saint_Lucia,0,0
2020-05-17,Saint_Lucia,0,0
2020-05-24,Saint_Lucia,0,0
2020-05-31,Saint_Lucia,1,0
2020-06-07,Saint_Lucia,0,0
2020-06-14,Saint_Lucia,0,0
2020-06-21,Saint_Lucia,0,0
2020-03-08,Saint_Vincent_and_the_Grenadines,1,0
2020-03-22,Saint_Vincent_and_the_Grenadines,0,0
2020-03-29,Saint_Vincent_and_the_Grenadines,6,0
2020-04-05,Saint_Vincent_and_the_Grenadines,5,0
2020-04-12,Saint_Vincent_and_the_Grenadines,0,0
2020-04-19,Saint_Vincent_and_the_Grenadines,2,0
2020-04-26,Saint_Vincent_and_the_Grenadines,2,0
2020-05-03,Saint_Vincent_and_the_Grenadines,1,0
2020-05-10,Saint_Vincent_and_the_Grenadines,0,0
2020-05-17,Saint_Vincent_and_the_Grenadines,1,0
2020-05-24,Saint_Vincent_and_the_Grenadines,8,0
2020-05-31,Saint_Vincent_and_the_Grenadines,0,0
2020-06-07,Saint_Vincent_and_the_Grenadines,1,0
2020-06-14,Saint_Vincent_and_the_Grenadines,2,0
2020-06-21,Saint_Vincent_and_the_Grenadines,0,0
2019-12-29,San_Marino,0,0
2020-01-05,San_Marino,0,0
2020-01-12,San_Marino,0,0
2020-01-19,San_Marino,0,0
2020-01-26,San_Marino,0,0
2020-02-02,San_Marino,0,0
2020-02-09,San_Marino,0,0
2020-02-16,San_Marino,0,0
2020-02-23,San_Marino,1,0
2020-03-01,San_Marino,22,1
2020-03-08,San_Marino,50,4
2020-03-15,San_Marino,78,9
2020-03-22,San_Marino,72,7
2020-03-29,San_Marino,28,11
2020-04-05,San_Marino,93,2
2020-04-12,San_Marino,91,5
2020-04-19,San_Marino,78,1
2020-04-26,San_Marino,67,1
2020-05-03,San_Marino,43,0
2020-05-10,San_Marino,29,0
2020-05-17,San_Marino,9,0
2020-05-24,San_Marino,10,1
2020-05-31,San_Marino,16,0
2020-06-07,San_Marino,7,0
2020-06-14,San_Marino,2,0
2020-06-21,San_Marino,2,0
2020-04-05,Sao_Tome_and_Principe,4,0
2020-04-12,Sao_Tome_and_Principe,0,0
2020-04-19,Sao_Tome_and_Principe,4,0
2020-04-26,Sao_Tome_and_Principe,10,1
2020-05-03,Sao_Tome_and_Principe,190,4
2020-05-10,Sao_Tome_and_Principe,27,2
2020-05-17,Sao_Tome_and_Principe,16,1
2020-05-24,Sao_Tome_and_Principe,212,4
2020-05-31,Sao_Tome_and_Principe,46,0
2020-06-07,Sao_Tome_and_Principe,141,0
2020-06-14,Sao_Tome_and_Principe,43,0
2020-06-21,Sao_Tome_and_Principe,18,1
2020-03-01,Saudi_Arabia,5,0
2020-03-08,Saudi_Arabia,81,0
2020-03-15,Saudi_Arabia,188,0
2020-03-22,Saudi_Arabia,830,3
2020-03-29,Saudi_Arabia,781,18
2020-04-05,Saudi_Arabia,1766,26
2020-04-12,Saudi_Arabia,3491,40
2020-04-19,Saudi_Arabia,7960,40
2020-04-26,Saudi_Arabia,8995,42
2020-05-03,Saudi_Arabia,11335,60
2020-05-10,Saudi_Arabia,13744,63
2020-05-17,Saudi_Arabia,18543,72
2020-05-24,Saudi_Arabia,14047,94
2020-05-31,Saudi_Arabia,13982,184
2020-06-07,Saudi_Arabia,24194,251
2020-06-14,Saudi_Arabia,30350,291
2020-06-21,Saudi_Arabia,20347,244
2020-03-01,Senegal,4,0
2020-03-08,Senegal,15,0
2020-03-15,Senegal,28,0
2020-03-22,Senegal,72,0
2020-03-29,Senegal,88,1
2020-04-05,Senegal,58,1
2020-04-12,Senegal,77,1
2020-04-19,Senegal,203,4
2020-04-26,Senegal,479,2
2020-05-03,Senegal,527,5
2020-05-10,Senegal,759,11
2020-05-17,Senegal,599,8
2020-05-24,Senegal,520,8
2020-05-31,Senegal,726,4
2020-06-07,Senegal,696,11
2020-06-14,Senegal,788,23
2020-06-21,Senegal,594,15
2020-03-01,Serbia,1,0
2020-03-08,Serbia,40,0
2020-03-15,Serbia,94,1
2020-03-22,Serbia,322,5
2020-03-29,Serbia,1019,33
2020-04-05,Serbia,1629,32
2020-04-12,Serbia,2585,39
2020-04-19,Serbia,1793,34
2020-04-26,Serbia,1722,41
2020-05-03,Serbia,738,24
2020-05-10,Serbia,495,16
2020-05-17,Serbia,586,12
2020-05-24,Serbia,330,5
2020-05-31,Serbia,313,5
2020-06-07,Serbia,508,5
2020-06-14,Serbia,534,7
2020-06-21,Serbia,663,5
2020-03-15,Seychelles,7,0
2020-03-22,Seychelles,0,0
2020-03-29,Seychelles,3,0
2020-04-05,Seychelles,0,0
2020-04-12,Seychelles,1,0
2020-04-19,Seychelles,0,0
2020-04-26,Seychelles,0,0
2020-05-03,Seychelles,0,0
2020-05-10,Seychelles,0,0
2020-05-17,Seychelles,0,0
2020-05-24,Seychelles,0,0
2020-05-31,Seychelles,0,0
2020-06-07,Seychelles,0,0
2020-06-14,Seychelles,0,0
2020-06-21,Seychelles,0,0
2020-03-29,Sierra_Leone,2,0
2020-04-05,Sierra_Leone,6,0
2020-04-12,Sierra_Leone,18,0
2020-04-19,Sierra_Leone,56,3
2020-04-26,Sierra_Leone,54,4
2020-05-03,Sierra_Leone,121,10
2020-05-10,Sierra_Leone,190,10
2020-05-17,Sierra_Leone,159,11
2020-05-24,Sierra_Leone,223,7
2020-05-31,Sierra_Leone,100,2
2020-06-07,Sierra_Leone,174,4
2020-06-14,Sierra_Leone,195,2
2020-06-21,Sierra_Leone,83,3
2019-12-29,Singapore,0,0
2020-01-05,Singapore,0,0
2020-01-12,Singapore,0,0
2020-01-19,Singapore,3,0
2020-01-26,Singapore,13,0
2020-02-02,Singapore,17,0
2020-02-09,Singapore,34,0
2020-02-16,Singapore,19,0
2020-02-23,Singapore,12,0
2020-03-01,Singapore,32,0
2020-03-08,Singapore,70,0
2020-03-15,Singapore,185,0
2020-03-22,Singapore,347,2
2020-03-29,Singapore,382,3
2020-04-05,Singapore,795,1
2020-04-12,Singapore,3141,5
2020-04-19,Singapore,7025,1
2020-04-26,Singapore,5026,4
2020-05-03,Singapore,4606,4
2020-05-10,Singapore,5184,1
2020-05-17,Singapore,3535,2
2020-05-24,Singapore,3434,0
2020-05-31,Singapore,3323,1
2020-06-07,Singapore,2667,1
2020-06-14,Singapore,1765,1
2020-06-21,Singapore,1121,0
2020-03-01,Sint_Maarten,1,0
2020-03-22,Sint_Maarten,2,0
2020-03-29,Sint_Maarten,20,2
2020-04-05,Sint_Maarten,27,7
2020-04-12,Sint_Maarten,7,0
2020-04-19,Sint_Maarten,16,3
2020-04-26,Sint_Maarten,3,1
2020-05-03,Sint_Maarten,0,2
2020-05-10,Sint_Maarten,1,0
2020-05-17,Sint_Maarten,0,0
2020-05-24,Sint_Maarten,0,0
2020-05-31,Sint_Maarten,0,0
2020-06-07,Sint_Maarten,0,0
2020-06-14,Sint_Maarten,0,0
2020-06-21,Sint_Maarten,0,0
2020-03-01,Slovakia,1,0
2020-03-08,Slovakia,29,0
2020-03-15,Slovakia,107,0
2020-03-22,Slovakia,158,0
2020-03-29,Slovakia,155,0
2020-04-05,Slovakia,265,2
2020-04-12,Slovakia,334,7
2020-04-19,Slovakia,311,8
2020-04-26,Slovakia,43,6
2020-05-03,Slovakia,52,3
2020-05-10,Slovakia,25,1
2020-05-17,Slovakia,23,1
2020-05-24,Slovakia,17,0
2020-05-31,Slovakia,6,0
2020-06-07,Slovakia,16,0
2020-06-14,Slovakia,34,0
2020-06-21,Slovakia,54,0
2020-03-01,Slovenia,9,0
2020-03-08,Slovenia,132,0
2020-03-15,Slovenia,200,1
2020-03-22,Slovenia,291,8
2020-03-29,Slovenia,302,11
2020-04-05,Slovenia,226,25
2020-04-12,Slovenia,144,21
2020-04-19,Slovenia,69,14
2020-04-26,Slovenia,61,13
2020-05-03,Slovenia,20,7
2020-05-10,Slovenia,11,3
2020-05-17,Slovenia,3,3
2020-05-24,Slovenia,5,2
2020-05-31,Slovenia,11,0
2020-06-07,Slovenia,6,1
2020-06-14,Slovenia,23,0
2020-06-21,Slovenia,34,2
2020-03-15,Somalia,1,0
2020-03-22,Somalia,2,0
2020-03-29,Somalia,2,0
2020-04-05,Somalia,16,1
2020-04-12,Somalia,95,4
2020-04-19,Somalia,212,11
2020-04-26,Somalia,273,12
2020-05-03,Somalia,327,16
2020-05-10,Somalia,356,9
2020-05-17,Somalia,310,8
2020-05-24,Somalia,234,11
2020-05-31,Somalia,376,7
2020-06-07,Somalia,309,6
2020-06-14,Somalia,206,3
2020-06-21,Somalia,159,2
2020-03-01,South_Africa,1,0
2020-03-08,South_Africa,23,0
2020-03-15,South_Africa,181,0
2020-03-22,South_Africa,965,2
2020-03-29,South_Africa,335,5
2020-04-05,South_Africa,498,17
2020-04-12,South_Africa,780,26
2020-04-19,South_Africa,1437,29
2020-04-26,South_Africa,1731,37
2020-05-03,South_Africa,2944,62
2020-05-10,South_Africa,4629,69
2020-05-17,South_Africa,6601,150
2020-05-24,South_Africa,9115,214
2020-05-31,South_Africa,14194,297
2020-06-07,South_Africa,18493,446
2020-06-14,South_Africa,25788,477
2020-06-21,South_Africa,30660,461
2019-12-29,South_Korea,0,0
2020-01-05,South_Korea,0,0
2020-01-12,South_Korea,0,0
2020-01-19,South_Korea,2,0
2020-01-26,South_Korea,10,0
2020-02-02,South_Korea,12,0
2020-02-09,South_Korea,4,0
2020-02-16,South_Korea,317,2
2020-02-23,South_Korea,2586,14
2020-03-01,South_Korea,3836,28
2020-03-08,South_Korea,1319,28
2020-03-15,South_Korea,713,31
2020-03-22,South_Korea,679,41
2020-03-29,South_Korea,678,33
2020-04-05,South_Korea,294,31
2020-04-12,South_Korea,203,24
2020-04-19,South_Korea,65,8
2020-04-26,South_Korea,62,10
2020-05-03,South_Korea,60,6
2020-05-10,South_Korea,197,6
2020-05-17,South_Korea,128,4
2020-05-24,South_Korea,276,3
2020-05-31,South_Korea,278,4
2020-06-07,South_Korea,332,4
2020-06-14,South_Korea,322,3
2020-06-21,South_Korea,229,2
2020-04-05,South_Sudan,3,0
2020-04-12,South_Sudan,1,0
2020-04-19,South_Sudan,1,0
2020-04-26,South_Sudan,40,0
2020-05-03,South_Sudan,75,0
2020-05-10,South_Sudan,116,4
2020-05-17,South_Sudan,103,2
2020-05-24,South_Sudan,655,4
2020-05-31,South_Sudan,323,4
2020-06-07,South_Sudan,353,8
2020-06-14,South_Sudan,143,9
2020-06-21,South_Sudan,129,5
2019-12-29,Spain,0,0
2020-01-05,Spain,0,0
2020-01-12,Spain,0,0
2020-01-19,Spain,0,0
2020-01-26,Spain,1,0
2020-02-02,Spain,0,0
2020-02-09,Spain,1,0
2020-02-16,Spain,0,0
2020-02-23,Spain,52,0
2020-03-01,Spain,710,5
2020-03-08,Spain,6877,116
2020-03-15,Spain,24109,881
2020-03-22,Spain,52135,3856
2020-03-29,Spain,49313,6077
2020-04-05,Spain,34824,4908
2020-04-12,Spain,25943,4200
2020-04-19,Spain,14304,2859
2020-04-26,Spain,9535,2198
2020-05-03,Spain,6157,1378
2020-05-10,Spain,6737,1085
2020-05-17,Spain,4592,1115
2020-05-24,Spain,3938,-1553
2020-05-31,Spain,2082,10
2020-06-07,Spain,2295,1
2020-06-14,Spain,2333,1186
2020-06-21,Spain,1548,8
2019-12-29,Sri_Lanka,0,0
2020-01-05,Sri_Lanka,0,0
2020-01-12,Sri_Lanka,0,0
2020-01-19,Sri_Lanka,0,0
2020-01-26,Sri_Lanka,1,0
2020-02-02,Sri_Lanka,0,0
2020-02-09,Sri_Lanka,0,0
2020-02-16,Sri_Lanka,0,0
2020-02-23,Sri_Lanka,0,0
2020-03-01,Sri_Lanka,0,0
2020-03-08,Sri_Lanka,5,0
2020-03-15,Sri_Lanka,60,0
2020-03-22,Sri_Lanka,40,0
2020-03-29,Sri_Lanka,45,4
2020-04-05,Sri_Lanka,46,3
2020-04-12,Sri_Lanka,47,0
2020-04-19,Sri_Lanka,176,0
2020-04-26,Sri_Lanka,270,0
2020-05-03,Sri_Lanka,145,2
2020-05-10,Sri_Lanka,100,0
2020-05-17,Sri_Lanka,133,0
2020-05-24,Sri_Lanka,490,1
2020-05-31,Sri_Lanka,243,1
2020-06-07,Sri_Lanka,79,0
2020-06-14,Sri_Lanka,70,0
2020-06-21,Sri_Lanka,60,0
2020-03-08,Sudan,1,0
2020-03-15,Sudan,1,1
2020-03-22,Sudan,1,0
2020-03-29,Sudan,4,1
2020-04-05,Sudan,8,0
2020-04-12,Sudan,17,3
2020-04-19,Sudan,142,11
2020-04-26,Sudan,268,15
2020-05-03,Sudan,669,28
2020-05-10,Sudan,853,32
2020-05-17,Sudan,1414,46
2020-05-24,Sudan,1143,96
2020-05-31,Sudan,1193,100
2020-06-07,Sudan,1165,100
2020-06-14,Sudan,1437,73
2020-06-21,Sudan,668,50
2020-03-15,Suriname,1,0
2020-03-22,Suriname,7,0
2020-03-29,Suriname,2,1
2020-04-05,Suriname,0,0
2020-04-12,Suriname,0,0
2020-04-19,Suriname,0,0
2020-04-26,Suriname,0,0
2020-05-03,Suriname,0,0
2020-05-10,Suriname,0,0
2020-05-17,Suriname,1,0
2020-05-24,Suriname,1,0
2020-05-31,Suriname,79,0
2020-06-07,Suriname,96,2
2020-06-14,Suriname,106,5
2020-06-21,Suriname,80,2
2019-12-29,Sweden,0,0
2020-01-05,Sweden,0,0
2020-01-12,Sweden,0,0
2020-01-19,Sweden,0,0
2020-01-26,Sweden,1,0
2020-02-02,Sweden,0,0
2020-02-09,Sweden,0,0
2020-02-16,Sweden,0,0
2020-02-23,Sweden,11,0
2020-03-01,Sweden,125,0
2020-03-08,Sweden,638,1
2020-03-15,Sweden,848,15
2020-03-22,Sweden,1423,76
2020-03-29,Sweden,3032,241
2020-04-05,Sweden,3607,537
2020-04-12,Sweden,3531,530
2020-04-19,Sweden,4351,752
2020-04-26,Sweden,3953,501
2020-05-03,Sweden,3745,522
2020-05-10,Sweden,3942,471
2020-05-17,Sweden,3602,279
2020-05-24,Sweden,3667,425
2020-05-31,Sweden,6463,289
2020-06-07,Sweden,6745,215
2020-06-14,Sweden,6359,199
2020-06-21,Sweden,7847,177
2019-12-29,Switzerland,0,0
2020-01-05,Switzerland,0,0
2020-01-12,Switzerland,0,0
2020-01-19,Switzerland,0,0
2020-01-26,Switzerland,0,0
2020-02-02,Switzerland,0,0
2020-02-09,Switzerland,0,0
2020-02-16,Switzerland,0,0
2020-02-23,Switzerland,12,0
2020-03-01,Switzerland,197,1
2020-03-08,Switzerland,912,6
2020-03-15,Switzerland,3719,36
2020-03-22,Switzerland,7264,154
2020-03-29,Switzerland,7123,287
2020-04-05,Switzerland,5001,321
2020-04-12,Switzerland,2769,253
2020-04-19,Switzerland,1598,250
2020-04-26,Switzerland,1027,126
2020-05-03,Switzerland,502,91
2020-05-10,Switzerland,307,69
2020-05-17,Switzerland,193,43
2020-05-24,Switzerland,121,19
2020-05-31,Switzerland,108,3
2020-06-07,Switzerland,127,17
2020-06-14,Switzerland,229,1
2020-06-21,Switzerland,136,4
2020-03-22,Syria,5,0
2020-03-29,Syria,11,2
2020-04-05,Syria,3,0
2020-04-12,Syria,19,0
2020-04-19,Syria,4,1
2020-04-26,Syria,2,0
2020-05-03,Syria,3,0
2020-05-10,Syria,3,0
2020-05-17,Syria,9,1
2020-05-24,Syria,63,0
2020-05-31,Syria,2,2
2020-06-07,Syria,40,0
2020-06-14,Syria,23,1
2020-06-21,Syria,55,0
2019-12-29,Taiwan,0,0
2020-01-05,Taiwan,0,0
2020-01-12,Taiwan,0,0
2020-01-19,Taiwan,3,0
2020-01-26,Taiwan,7,0
2020-02-02,Taiwan,7,0
2020-02-09,Taiwan,1,0
2020-02-16,Taiwan,8,1
2020-02-23,Taiwan,13,0
2020-03-01,Taiwan,6,0
2020-03-08,Taiwan,8,0
2020-03-15,Taiwan,82,1
2020-03-22,Taiwan,132,0
2020-03-29,Taiwan,88,3
2020-04-05,Taiwan,25,0
2020-04-12,Taiwan,15,1
2020-04-19,Taiwan,33,0
2020-04-26,Taiwan,1,0
2020-05-03,Taiwan,11,0
2020-05-10,Taiwan,0,1
2020-05-17,Taiwan,1,0
2020-05-24,Taiwan,1,0
2020-05-31,Taiwan,1,0
2020-06-07,Taiwan,0,0
2020-06-14,Taiwan,3,0
2020-06-21,Taiwan,1,0
2020-04-26,Tajikistan,15,0
2020-05-03,Tajikistan,507,12
2020-05-10,Tajikistan,596,21
2020-05-17,Tajikistan,1232,11
2020-05-24,Tajikistan,1213,3
2020-05-31,Tajikistan,807,1
2020-06-07,Tajikistan,532,1
2020-06-14,Tajikistan,436,2
2020-06-21,Tajikistan,353,1
2019-12-29,Thailand,0,0
2020-01-05,Thailand,0,0
2020-01-12,Thailand,2,0
2020-01-19,Thailand,3,0
2020-01-26,Thailand,14,0
2020-02-02,Thailand,13,0
2020-02-09,Thailand,2,0
2020-02-16,Thailand,1,0
2020-02-23,Thailand,7,0
2020-03-01,Thailand,8,1
2020-03-08,Thailand,32,0
